year,fcode,employ,sales,avgsal,scrap,rework,tothrs,union,grant,d89,d88,totrain,hrsemp,lscrap,lemploy,lsales,lrework,lhrsemp,lscrap_1,grant_1,clscrap,cgrant,clemploy,clsales,lavgsal,clavgsal,cgrant_1,chrsemp,clhrsemp
1988,419307,264,19270000,23026,0.850000024,1.070000052,24,0,0,0,1,3,0.272727281,-0.162518904,5.575949192,16.7740593,0.0676587,0.241162062,0,0,-0.162518904,0,0.007604599,0.065402985,10.04437923,0.029350281,0,0.272727281,0.241162062
1989,419307,302,22220000,21736,0.889999986,1.070000052,44,0,1,1,0,302,44,-0.116533831,5.710426807,16.91650391,0.0676587,3.80666256,-0.162518904,0,0.045985073,1,0.134477615,0.142444611,9.986724854,-0.057654381,0,43.72727203,3.565500498
1987,419309,6,600000,24960,#N/A,0.330000013,15,0,0,0,0,6,15,#N/A,1.791759491,13.30468464,-1.108662605,2.77258873,#N/A,0,#N/A,0,#N/A,#N/A,10.12502956,#N/A,#N/A,#N/A,#N/A
1988,419309,9,750000,28080,#N/A,0.400000006,20,0,0,0,1,9,20,#N/A,2.197224617,13.52782822,-0.9162907,3.044522524,#N/A,0,#N/A,0,0.405465126,0.223143578,10.24281311,0.117783546,0,5,0.271933794
1989,419309,12,1000000,30160,#N/A,0.400000006,55,0,1,1,0,12,55,#N/A,2.484906673,13.81551075,-0.9162907,4.025351524,#N/A,0,#N/A,1,0.287682056,0.287682533,10.31427193,0.071458817,0,35,0.980829
1987,419312,60,5845000,21133,#N/A,#N/A,#N/A,0,0,0,0,60,#N/A,#N/A,4.094344616,15.5810976,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,9.958591461,#N/A,#N/A,#N/A,#N/A
1988,419312,71,6927000,20904,#N/A,#N/A,#N/A,0,0,0,1,71,#N/A,#N/A,4.262680054,15.75093746,#N/A,#N/A,#N/A,0,#N/A,0,0.168335438,0.169839859,9.947695732,-0.010895729,0,#N/A,#N/A
1989,419312,97,11012000,21445,#N/A,#N/A,#N/A,0,0,1,0,97,#N/A,#N/A,4.574710846,16.21449661,#N/A,#N/A,#N/A,0,#N/A,0,0.312030792,0.463559151,9.973246574,0.025550842,0,#N/A,#N/A
1987,419319,60,#N/A,#N/A,#N/A,#N/A,40,0,0,0,0,60,40,#N/A,4.094344616,#N/A,#N/A,3.713572025,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419319,69,#N/A,#N/A,#N/A,#N/A,50,0,0,0,1,69,50,#N/A,4.234106541,#N/A,#N/A,3.931825638,#N/A,0,#N/A,0,0.139761925,#N/A,#N/A,#N/A,0,10,0.218253613
1989,419319,78,#N/A,#N/A,#N/A,#N/A,50,0,0,1,0,78,50,#N/A,4.356709003,#N/A,#N/A,3.931825638,#N/A,0,#N/A,0,0.122602463,#N/A,#N/A,#N/A,0,0,0
1987,419328,27,2700000,#N/A,#N/A,#N/A,0,1,0,0,0,0,0,#N/A,3.295836926,14.80876255,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419328,27,2800000,#N/A,#N/A,#N/A,0,1,0,0,1,0,0,#N/A,3.295836926,14.84512997,#N/A,0,#N/A,0,#N/A,0,0,0.036367416,#N/A,#N/A,0,0,0
1989,419328,27,2800000,#N/A,#N/A,#N/A,12,1,1,1,0,27,12,#N/A,3.295836926,14.84512997,#N/A,2.564949274,#N/A,0,#N/A,1,0,0,#N/A,#N/A,0,12,2.564949274
1987,419335,57,8486927,40563,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,4.043051243,15.95403767,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,10.61061192,#N/A,#N/A,#N/A,#N/A
1988,419335,53,4327519,37429,#N/A,#N/A,40,0,0,0,1,10,7.547169685,#N/A,3.970291853,15.28050518,#N/A,2.14560008,#N/A,0,#N/A,0,-0.07275939,-0.673532486,10.53020096,-0.080410957,0,7.547169685,2.14560008
1989,419335,62,8533205,42583,#N/A,#N/A,40,0,0,1,0,5,3.225806475,#N/A,4.127134323,15.95947552,#N/A,1.441210151,#N/A,0,#N/A,0,0.15684247,0.678970337,10.65921021,0.129009247,0,-4.321363449,-0.70438993
1987,419339,40,8000000,15000,0.5,0.300000012,0,1,0,0,0,0,0,-0.693147182,3.68887949,15.89495182,-1.203972816,0,#N/A,0,#N/A,0,#N/A,#N/A,9.615805626,#N/A,#N/A,#N/A,#N/A
1988,419339,40,8500000,15500,0.589999974,0.340000004,0,1,0,0,1,0,0,-0.527632773,3.68887949,15.9555769,-1.078809619,0,-0.693147182,0,0.16551441,0,0,0.060625076,9.648594856,0.03278923,0,0,0
1989,419339,60,10000000,17000,0.449999988,0.219999999,0,1,0,1,0,0,0,-0.79850775,4.094344616,16.1180954,-1.514127731,0,-0.527632773,0,-0.270874977,0,0.405465126,0.162518501,9.740968704,0.092373848,0,0,0
1987,419343,100,10000000,15000,5,7,70,1,0,0,0,5,3.5,1.609437943,4.60517025,16.1180954,1.945910096,1.504077435,#N/A,0,#N/A,0,#N/A,#N/A,9.615805626,#N/A,#N/A,#N/A,#N/A
1988,419343,125,12000000,16000,4,8,25,1,0,0,1,21,4.199999809,1.386294365,4.828313828,16.30041695,2.079441547,1.648658633,1.609437943,0,-0.223143578,0,0.223143578,0.182321548,9.680343628,0.064538002,0,0.699999809,0.144581199
1989,419343,290,48000000,18700,3,10,17,1,1,1,0,290,17,1.098612309,5.669880867,17.68671227,2.302585125,2.890371799,1.386294365,0,-0.287682056,1,0.841567039,1.386295319,9.836278915,0.155935287,0,12.80000019,1.241713166
1987,419344,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419344,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
1989,419344,9,1000000,17000,#N/A,#N/A,0,0,0,1,0,0,0,#N/A,2.197224617,13.81551075,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.740968704,#N/A,0,#N/A,#N/A
1987,419347,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419347,#N/A,#N/A,#N/A,#N/A,#N/A,8,0,0,0,1,25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
1989,419347,#N/A,#N/A,#N/A,#N/A,#N/A,13,0,1,1,0,81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,1,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
1987,419351,12,#N/A,18000,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,2.484906673,#N/A,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.798127174,#N/A,#N/A,#N/A,#N/A
1988,419351,14,#N/A,18000,#N/A,#N/A,15,0,0,0,1,0,0,#N/A,2.639057398,#N/A,#N/A,0,#N/A,0,#N/A,0,0.154150724,#N/A,9.798127174,0,0,0,0
1989,419351,14,#N/A,19000,#N/A,#N/A,25,0,1,1,0,14,25,#N/A,2.639057398,#N/A,#N/A,3.258096457,#N/A,0,#N/A,1,0,#N/A,9.852193832,0.054066658,0,25,3.258096457
1987,419357,60,6870314,12750,2,2,50,0,0,0,0,60,50,0.693147182,4.094344616,15.7427206,0.693147182,3.931825638,#N/A,0,#N/A,0,#N/A,#N/A,9.453286171,#N/A,#N/A,#N/A,#N/A
1988,419357,65,7079852,11875,1,1,75,0,0,0,1,65,75,0,4.174387455,15.77276325,0,4.330733299,0.693147182,0,-0.693147182,0,0.080042839,0.030042648,9.382190704,-0.071095467,0,25,0.398907661
1989,419357,75,8040128,12625,0.5,0.5,120,0,1,1,0,75,120,-0.693147182,4.317488194,15.89995575,-0.693147182,4.795790672,0,0,-0.693147182,1,0.143100739,0.127192497,9.443434715,0.061244011,0,45,0.465057373
1987,419375,#N/A,2900000,#N/A,#N/A,#N/A,0,0,0,0,0,0,#N/A,#N/A,#N/A,14.88022137,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419375,#N/A,2500000,#N/A,#N/A,#N/A,25,0,0,0,1,10,#N/A,#N/A,#N/A,14.73180103,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,-0.148420334,#N/A,#N/A,0,#N/A,#N/A
1989,419375,#N/A,3100000,#N/A,#N/A,#N/A,140,0,1,1,0,8,#N/A,#N/A,#N/A,14.94691277,#N/A,#N/A,#N/A,0,#N/A,1,#N/A,0.215111732,#N/A,#N/A,0,#N/A,#N/A
1987,419376,32,6000000,15250,#N/A,#N/A,2,1,0,0,0,5,0.3125,#N/A,3.465735912,15.60727024,#N/A,0.271933705,#N/A,0,#N/A,0,#N/A,#N/A,9.632334709,#N/A,#N/A,#N/A,#N/A
1988,419376,36,6100000,16290,#N/A,#N/A,4,1,0,0,1,10,1.111111164,#N/A,3.583518982,15.62379932,#N/A,0.747214437,#N/A,0,#N/A,0,0.11778307,0.016529083,9.698307037,0.065972328,0,0.798611164,0.475280732
1989,419376,40,6300000,17370,#N/A,#N/A,38,1,1,1,0,40,38,#N/A,3.68887949,15.65606022,#N/A,3.663561583,#N/A,0,#N/A,1,0.105360508,0.032260895,9.762499809,0.064192772,0,36.88888931,2.916347027
1987,419378,20,2700000,10920,2.710000038,#N/A,50,0,0,0,0,5,12.5,0.996948659,2.995732307,14.80876255,#N/A,2.602689743,#N/A,0,#N/A,0,#N/A,#N/A,9.298351288,#N/A,#N/A,#N/A,#N/A
1988,419378,22,3100000,11856,1.519999981,#N/A,75,0,0,0,1,12,40.90909195,0.418710321,3.091042519,14.94691277,#N/A,3.73550272,0.996948659,0,-0.578238368,0,0.095310211,0.138150215,9.380589485,0.082238197,0,28.40909195,1.132812977
1989,419378,37,4700000,13520,1.340000033,#N/A,154,0,1,1,0,37,154,0.292669624,3.610917807,15.36307335,#N/A,5.043425083,0.418710321,0,-0.126040697,1,0.519875288,0.416160583,9.511925697,0.131336212,0,113.0909119,1.307922363
1987,419379,201,#N/A,23167,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,5.303304672,#N/A,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,10.0504837,#N/A,#N/A,#N/A,#N/A
1988,419379,201,#N/A,25929,#N/A,#N/A,0,0,0,0,1,0,0,#N/A,5.303304672,#N/A,#N/A,0,#N/A,0,#N/A,0,0,#N/A,10.16311741,0.112633705,0,0,0
1989,419379,237,#N/A,24965,#N/A,#N/A,24,0,1,1,0,70,7.088607788,#N/A,5.468060017,#N/A,#N/A,2.090456724,#N/A,0,#N/A,1,0.164755344,#N/A,10.12522984,-0.037887573,0,7.088607788,2.090456724
1987,419380,45,10000000,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,3.80666256,16.1180954,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419380,50,10000000,#N/A,#N/A,#N/A,0,0,0,0,1,0,0,#N/A,3.912023067,16.1180954,#N/A,0,#N/A,0,#N/A,0,0.105360508,0,#N/A,#N/A,0,0,0
1989,419380,55,12000000,#N/A,#N/A,#N/A,10,0,0,1,0,55,10,#N/A,4.007333279,16.30041695,#N/A,2.397895336,#N/A,0,#N/A,0,0.095310211,0.182321548,#N/A,#N/A,0,10,2.397895336
1987,419381,14,1585000,14560,0.649999976,#N/A,60,0,0,0,0,1,4.285714149,-0.430782944,2.639057398,14.27609539,#N/A,1.66500771,#N/A,0,#N/A,0,#N/A,#N/A,9.586032867,#N/A,#N/A,#N/A,#N/A
1988,419381,11,1560000,19240,0.550000012,#N/A,0,0,0,0,1,0,0,-0.597836971,2.397895336,14.26019669,#N/A,0,-0.430782944,0,-0.167054027,0,-0.241162062,-0.015898705,9.864747047,0.27871418,0,-4.285714149,-1.66500771
1989,419381,12,1747000,20280,0.379999995,#N/A,50,0,1,1,0,12,50,-0.967584014,2.484906673,14.37341022,#N/A,3.931825638,-0.597836971,0,-0.369747043,1,0.087011337,0.113213539,9.917390823,0.052643776,0,50,3.931825638
1987,419384,50,#N/A,24960,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,3.912023067,#N/A,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,10.12502956,#N/A,#N/A,#N/A,#N/A
1988,419384,73,#N/A,26520,#N/A,#N/A,0,0,0,0,1,2,0,#N/A,4.290459633,#N/A,#N/A,0,#N/A,0,#N/A,0,0.378436565,#N/A,10.18565464,0.060625076,0,0,0
1989,419384,83,#N/A,28080,#N/A,#N/A,110,0,1,1,0,30,39.75903702,#N/A,4.418840408,#N/A,#N/A,3.707677603,#N/A,0,#N/A,1,0.128380775,#N/A,10.24281311,0.05715847,0,39.75903702,3.707677603
1987,419388,40,2400000,16307,11,9,2,0,0,0,0,10,0.5,2.397895336,3.68887949,14.690979,2.197224617,0.405465096,#N/A,0,#N/A,0,#N/A,#N/A,9.699349403,#N/A,#N/A,#N/A,#N/A
1988,419388,36,2300000,16827,8,7,4,0,0,0,1,15,1.666666627,2.079441547,3.583518982,14.64841938,1.945910096,0.980829239,2.397895336,0,-0.318453789,0,-0.105360508,-0.042559624,9.730739594,0.03139019,0,1.166666627,0.575364113
1989,419388,33,2700000,17347,6,3,18,0,1,1,0,33,18,1.791759491,3.496507645,14.80876255,1.098612309,2.944438934,2.079441547,0,-0.287682056,1,-0.087011337,0.16034317,9.761175156,0.030435562,0,16.33333397,1.963609695
1987,419392,15,#N/A,18000,#N/A,#N/A,#N/A,0,0,0,0,15,#N/A,#N/A,2.708050251,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,9.798127174,#N/A,#N/A,#N/A,#N/A
1988,419392,18,#N/A,19500,#N/A,#N/A,#N/A,0,0,0,1,18,#N/A,#N/A,2.890371799,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,0.182321548,#N/A,9.878170013,0.080042839,0,#N/A,#N/A
1989,419392,21,#N/A,20900,#N/A,#N/A,#N/A,0,0,1,0,21,#N/A,#N/A,3.044522524,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,0.154150724,#N/A,9.947504044,0.06933403,0,#N/A,#N/A
1987,419400,6,373164,17680,#N/A,#N/A,170,0,0,0,0,2,56.66666794,#N/A,1.791759491,12.82977295,#N/A,4.054679394,#N/A,0,#N/A,0,#N/A,#N/A,9.780189514,#N/A,#N/A,#N/A,#N/A
1988,419400,8,422611,17680,#N/A,#N/A,170,0,0,0,1,4,85,#N/A,2.079441547,12.95420742,#N/A,4.454347134,#N/A,0,#N/A,0,0.287682056,0.124434471,9.780189514,0,0,28.33333206,0.39966774
1989,419400,9,390210,17846,#N/A,#N/A,170,0,0,1,0,4,75.55555725,#N/A,2.197224617,12.87444019,#N/A,4.33801651,#N/A,0,#N/A,0,0.11778307,-0.079767227,9.789534569,0.009345055,0,-9.444442749,-0.116330624
1987,419401,62,5000000,29000,#N/A,#N/A,72,0,0,0,0,13,15.0967741,#N/A,4.127134323,15.42494869,#N/A,2.778618813,#N/A,0,#N/A,0,#N/A,#N/A,10.27505112,#N/A,#N/A,#N/A,#N/A
1988,419401,74,6000000,34000,#N/A,#N/A,72,0,0,0,1,13,12.64864826,#N/A,4.304065228,15.60727024,#N/A,2.613640547,#N/A,0,#N/A,0,0.176930904,0.182321548,10.43411541,0.159064293,0,-2.448125839,-0.164978266
1989,419401,82,8000000,39000,#N/A,#N/A,72,0,0,1,0,13,11.41463375,#N/A,4.406719208,15.89495182,#N/A,2.518875837,#N/A,0,#N/A,0,0.10265398,0.28768158,10.57131672,0.137201309,0,-1.234014511,-0.094764709
1987,419406,#N/A,1842243,#N/A,#N/A,#N/A,#N/A,0,0,0,0,#N/A,#N/A,#N/A,#N/A,14.4264946,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419406,#N/A,2072633,#N/A,#N/A,#N/A,#N/A,0,0,0,1,#N/A,#N/A,#N/A,#N/A,14.5443306,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,0.117835999,#N/A,#N/A,0,#N/A,#N/A
1989,419406,#N/A,2314928,#N/A,#N/A,#N/A,#N/A,0,0,1,0,#N/A,#N/A,#N/A,#N/A,14.65488911,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,0.11055851,#N/A,#N/A,0,#N/A,#N/A
1987,419409,75,8450000,13416,2.25,0.5,20,0,0,0,0,40,10.66666698,0.810930192,4.317488194,15.94967747,-0.693147182,2.456735849,#N/A,0,#N/A,0,#N/A,#N/A,9.504202843,#N/A,#N/A,#N/A,#N/A
1988,419409,72,10298000,15184,2.5,0.5,26,0,0,0,1,72,26,0.91629076,4.276666164,16.14746094,-0.693147182,3.295836926,0.810930192,0,0.105360568,0,-0.040822029,0.19778347,9.627997398,0.123794556,0,15.33333302,0.839101076
1989,419409,75,10155000,17451,2,0.5,60,0,1,1,0,75,60,0.693147182,4.317488194,16.13347626,-0.693147182,4.110873699,0.91629076,0,-0.223143578,1,0.040822029,-0.01398468,9.767151833,0.139154434,0,34,0.815036774
1987,419410,26,#N/A,26667,#N/A,14,100,0,0,0,0,6,23.07692337,#N/A,3.258096457,#N/A,2.639057398,3.18125391,#N/A,0,#N/A,0,#N/A,#N/A,10.19118214,#N/A,#N/A,#N/A,#N/A
1988,419410,24,#N/A,24856,#N/A,10,100,0,0,0,1,8,33.33333206,#N/A,3.178053856,#N/A,2.302585125,3.5361166,#N/A,0,#N/A,0,-0.080042601,#N/A,10.12085438,-0.070327759,0,10.25640869,0.35486269
1989,419410,23,#N/A,25280,#N/A,9,120,0,1,1,0,23,120,#N/A,3.135494232,#N/A,2.197224617,4.795790672,#N/A,0,#N/A,1,-0.042559624,#N/A,10.13776875,0.016914368,0,86.66667175,1.259674072
1987,419420,19,1980000,15600,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,2.944438934,14.49860764,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.655026436,#N/A,#N/A,#N/A,#N/A
1988,419420,15,1600000,17160,#N/A,#N/A,0,0,0,0,1,0,0,#N/A,2.708050251,14.28551388,#N/A,0,#N/A,0,#N/A,0,-0.236388683,-0.213093758,9.750336647,0.095310211,0,0,0
1989,419420,12,1430000,18720,#N/A,#N/A,80,0,1,1,0,12,80,#N/A,2.484906673,14.17318535,#N/A,4.394449234,#N/A,0,#N/A,1,-0.223143578,-0.112328529,9.837347984,0.087011337,0,80,4.394449234
1987,419432,250,6000000,14352,5,3,#N/A,0,0,0,0,250,#N/A,1.609437943,5.52146101,15.60727024,1.098612309,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,9.571644783,#N/A,#N/A,#N/A,#N/A
1988,419432,290,18000000,15184,4.800000191,3,#N/A,0,0,0,1,290,#N/A,1.568615913,5.669880867,16.70588303,1.098612309,#N/A,1.609437943,0,-0.040822029,0,0.148419857,1.098612785,9.627997398,0.056352615,0,#N/A,#N/A
1989,419432,350,54000000,16432,5.199999809,4,#N/A,0,0,1,0,350,#N/A,1.648658633,5.857933044,17.80449486,1.386294365,#N/A,1.568615913,0,0.08004272,0,0.188052177,1.098611832,9.706985474,0.078988075,0,#N/A,#N/A
1987,419433,19,1700000,16640,#N/A,#N/A,50,0,0,0,0,4,10.52631569,#N/A,2.944438934,14.34613895,#N/A,2.444632769,#N/A,0,#N/A,0,#N/A,#N/A,9.719564438,#N/A,#N/A,#N/A,#N/A
1988,419433,19,2000000,17160,#N/A,#N/A,15,0,0,0,1,19,15,#N/A,2.944438934,14.50865746,#N/A,2.77258873,#N/A,0,#N/A,0,0,0.162518501,9.750336647,0.030772209,0,4.473684311,0.327955961
1989,419433,21,2200000,17680,#N/A,#N/A,49,0,1,1,0,11,25.66666603,#N/A,3.044522524,14.60396767,#N/A,3.283414364,#N/A,0,#N/A,1,0.10008359,0.095310211,9.780189514,0.029852867,0,10.66666603,0.510825634
1987,419434,89,11380000,14394,#N/A,0,0,0,0,0,0,0,0,#N/A,4.488636494,16.24736786,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.574566841,#N/A,#N/A,#N/A,#N/A
1988,419434,59,4748000,15454,#N/A,0.039999999,0,0,0,0,1,0,0,#N/A,4.077537537,15.3732338,-3.218875885,0,#N/A,0,#N/A,0,-0.411098957,-0.874134064,9.645623207,0.071056366,0,0,0
1989,419434,105,7175000,15558,#N/A,0.140000001,10,0,0,1,0,105,10,#N/A,4.653960228,15.78611374,-1.966112852,2.397895336,#N/A,0,#N/A,0,0.576422691,0.412879944,9.652330399,0.006707191,0,10,2.397895336
1987,419449,40,3317000,16640,#N/A,#N/A,30,0,0,0,0,40,30,#N/A,3.68887949,15.01457119,#N/A,3.433987141,#N/A,0,#N/A,0,#N/A,#N/A,9.719564438,#N/A,#N/A,#N/A,#N/A
1988,419449,55,3692000,16640,#N/A,#N/A,30,0,0,0,1,55,30,#N/A,4.007333279,15.12167931,#N/A,3.433987141,#N/A,0,#N/A,0,0.318453789,0.107108116,9.719564438,0,0,0,0
1989,419449,65,3252000,16640,#N/A,#N/A,30,0,0,1,0,15,6.923077106,#N/A,4.174387455,14.99478054,#N/A,2.069779634,#N/A,0,#N/A,0,0.167054176,-0.126898766,9.719564438,0,0,-23.07692337,-1.364207506
1987,419450,175,12500000,9360,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,5.164785862,16.34123993,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.144200325,#N/A,#N/A,#N/A,#N/A
1988,419450,225,12500000,10400,#N/A,#N/A,0,0,0,0,1,0,0,#N/A,5.416100502,16.34123993,#N/A,0,#N/A,0,#N/A,0,0.25131464,0,9.24956131,0.105360985,0,0,0
1989,419450,275,18200000,11440,#N/A,#N/A,3,0,0,1,0,200,2.181818247,#N/A,5.616771221,16.7169323,#N/A,1.157452822,#N/A,0,#N/A,0,0.200670719,0.375692368,9.344871521,0.095310211,0,2.181818247,1.157452822
1987,419459,110,15100000,21000,1.669999957,0.209999993,20,1,0,0,0,35,6.363636494,0.512823582,4.700480461,16.53020477,-1.560647726,1.996553898,#N/A,0,#N/A,0,#N/A,#N/A,9.952278137,#N/A,#N/A,#N/A,#N/A
1988,419459,125,16000000,21000,2.5,0.230000004,20,1,0,0,1,40,6.400000095,0.91629076,4.828313828,16.58809853,-1.469675899,2.001480103,0.512823582,0,0.403467178,0,0.127833366,0.057893753,9.952278137,0,0,0.036363602,0.004926205
1989,419459,225,28900000,21000,1.120000005,0.150000006,20,1,0,1,0,160,14.22222233,0.113328688,5.416100502,17.17935181,-1.897119999,2.722756386,0.91629076,0,-0.802962065,0,0.587786674,0.591253281,9.952278137,0,0,7.822222233,0.721276283
1987,419461,24,#N/A,14800,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,3.178053856,#N/A,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.60238266,#N/A,#N/A,#N/A,#N/A
1988,419461,23,#N/A,15200,#N/A,#N/A,0,0,0,0,1,0,0,#N/A,3.135494232,#N/A,#N/A,0,#N/A,0,#N/A,0,-0.042559624,#N/A,9.629050255,0.026667595,0,0,0
1989,419461,36,#N/A,15800,#N/A,#N/A,40,0,1,1,0,30,33.33333206,#N/A,3.583518982,#N/A,#N/A,3.5361166,#N/A,0,#N/A,1,0.44802475,#N/A,9.667765617,0.038715363,0,33.33333206,3.5361166
1987,419467,4,1494764,30000,#N/A,#N/A,80,0,0,0,0,4,80,#N/A,1.386294365,14.21747875,#N/A,4.394449234,#N/A,0,#N/A,0,#N/A,#N/A,10.30895233,#N/A,#N/A,#N/A,#N/A
1988,419467,5,2566104,31000,#N/A,#N/A,100,0,0,0,1,5,100,#N/A,1.609437943,14.75789928,#N/A,4.615120411,#N/A,0,#N/A,0,0.223143578,0.540420532,10.34174252,0.032790184,0,20,0.220671177
1989,419467,10,2191680,35000,#N/A,#N/A,100,0,0,1,0,10,100,#N/A,2.302585125,14.60017872,#N/A,4.615120411,#N/A,0,#N/A,0,0.693147182,-0.157720566,10.46310329,0.121360779,0,0,0
1987,419472,120,#N/A,13000,#N/A,#N/A,20,0,0,0,0,25,4.166666508,#N/A,4.787491798,#N/A,#N/A,1.64222765,#N/A,0,#N/A,0,#N/A,#N/A,9.472704887,#N/A,#N/A,#N/A,#N/A
1988,419472,100,#N/A,13500,#N/A,#N/A,20,0,0,0,1,25,5,#N/A,4.60517025,#N/A,#N/A,1.791759491,#N/A,0,#N/A,0,-0.182321548,#N/A,9.510444641,0.037739754,0,0.833333492,0.149531841
1989,419472,100,#N/A,14000,#N/A,#N/A,60,0,1,1,0,100,60,#N/A,4.60517025,#N/A,#N/A,4.110873699,#N/A,0,#N/A,1,0,#N/A,9.546813011,0.03636837,0,55,2.319114208
1987,419473,18,#N/A,#N/A,#N/A,#N/A,0,1,0,0,0,0,0,#N/A,2.890371799,#N/A,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419473,18,#N/A,#N/A,#N/A,#N/A,3,1,0,0,1,18,3,#N/A,2.890371799,#N/A,#N/A,1.386294365,#N/A,0,#N/A,0,0,#N/A,#N/A,#N/A,0,3,1.386294365
1989,419473,18,#N/A,#N/A,#N/A,#N/A,35,1,1,1,0,18,35,#N/A,2.890371799,#N/A,#N/A,3.583518982,#N/A,0,#N/A,1,0,#N/A,#N/A,#N/A,0,32,2.197224617
1987,419479,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419479,30,1503906,15500,#N/A,#N/A,0,0,0,0,1,0,0,#N/A,3.401197433,14.22357655,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.648594856,#N/A,0,#N/A,#N/A
1989,419479,30,1360372,16500,#N/A,#N/A,20,0,0,1,0,13,8.666666985,#N/A,3.401197433,14.12326908,#N/A,2.268683672,#N/A,0,#N/A,0,0,-0.100307465,9.711115837,0.062520981,0,8.666666985,2.268683672
1987,419482,15,#N/A,#N/A,2.700000048,#N/A,0,0,0,0,0,0,0,0.993251801,2.708050251,#N/A,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1988,419482,15,1000000,10000,2.589999914,#N/A,0,0,0,0,1,0,0,0.951657832,2.708050251,13.81551075,#N/A,0,0.993251801,0,-0.041593969,0,0,#N/A,9.2103405,#N/A,0,0,0
1989,419482,18,1000000,10000,2.799999952,#N/A,24,0,0,1,0,18,24,1.029619455,2.890371799,13.81551075,#N/A,3.218875885,0.951657832,0,0.077961624,0,0.182321548,0,9.2103405,0,0,24,3.218875885
1987,419483,133,11000000,13957,20,#N/A,0,1,0,0,0,0,0,2.995732307,4.890348911,16.21340561,#N/A,0,#N/A,0,#N/A,0,#N/A,#N/A,9.543736458,#N/A,#N/A,#N/A,#N/A
1988,419483,108,11500000,14810,25,#N/A,0,1,0,0,1,0,0,3.218875885,4.68213129,16.25785828,#N/A,0,2.995732307,0,0.223143578,0,-0.208217621,0.044452667,9.603057861,0.059321404,0,0,0
